Mes, Año de Año;Dep;Municipio;Regimen;Afiliados;Cobertura;Contributivo;Excepción & Especiales;Personas;Poblacion DANE;PPNA;Sisbén 1;Sisbén 2;Subsidiado
diciembre 2020;Boyacá;Chiquinquirá;Subsidiado;30478;;0;0;30478;0;0;0;0;30478
diciembre 2020;Boyacá;Chiquinquirá;Excepción;1935;;0;1935;1935;0;0;0;0;0
diciembre 2020;Boyacá;Chiquinquirá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Chiquinquirá;Contributivo;28458;;28458;0;28458;0;0;0;0;0
diciembre 2020;Boyacá;Chita;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Chita;Poblacion;0;0;0;0;7820,451649361;7820,451649361;0;0;0;0
diciembre 2020;Boyacá;Chita;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Chita;Subsidiado;6732;;0;0;6732;0;0;0;0;6732
diciembre 2020;Boyacá;Chita;Excepción;141;;0;141;141;0;0;0;0;0
diciembre 2020;Boyacá;Chita;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Chita;Contributivo;594;;594;0;594;0;0;0;0;0
diciembre 2020;Boyacá;Rondón;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Rondón;Poblacion;0;0;0;0;2381,484830941;2381,484830941;0;0;0;0
diciembre 2020;Boyacá;Rondón;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Rondón;Subsidiado;1849;;0;0;1849;0;0;0;0;1849
diciembre 2020;Boyacá;Rondón;Excepción;19;;0;19;19;0;0;0;0;0
diciembre 2020;Boyacá;Rondón;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Rondón;Contributivo;138;;138;0;138;0;0;0;0;0
diciembre 2020;Boyacá;Siachoque;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Siachoque;Poblacion;0;0;0;0;6797,957634466;6797,957634466;0;0;0;0
diciembre 2020;Boyacá;Siachoque;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Siachoque;Subsidiado;5841;;0;0;5841;0;0;0;0;5841
diciembre 2020;Boyacá;Siachoque;Excepción;29;;0;29;29;0;0;0;0;0
diciembre 2020;Boyacá;Siachoque;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Siachoque;Contributivo;565;;565;0;565;0;0;0;0;0
diciembre 2020;Boyacá;Chivatá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Chivatá;Poblacion;0;0;0;0;2843,982419074;2843,982419074;0;0;0;0
diciembre 2020;Boyacá;Chivatá;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Chivatá;Subsidiado;1720;;0;0;1720;0;0;0;0;1720
diciembre 2020;Boyacá;Chivatá;Excepción;9;;0;9;9;0;0;0;0;0
diciembre 2020;Boyacá;Chivatá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Chivatá;Contributivo;396;;396;0;396;0;0;0;0;0
diciembre 2020;Boyacá;Ráquira;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Ráquira;Poblacion;0;0;0;0;8056,449590235;8056,449590235;0;0;0;0
diciembre 2020;Boyacá;Ráquira;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Ráquira;Subsidiado;4253;;0;0;4253;0;0;0;0;4253
diciembre 2020;Boyacá;Ráquira;Excepción;28;;0;28;28;0;0;0;0;0
diciembre 2020;Boyacá;Ráquira;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Ráquira;Contributivo;1049;;1049;0;1049;0;0;0;0;0
diciembre 2020;Boyacá;Caldas;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Caldas;Poblacion;0;0;0;0;3136,980713999;3136,980713999;0;0;0;0
diciembre 2020;Boyacá;Caldas;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Caldas;Subsidiado;2181;;0;0;2181;0;0;0;0;2181
diciembre 2020;Boyacá;Caldas;Excepción;26;;0;26;26;0;0;0;0;0
diciembre 2020;Boyacá;Caldas;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Caldas;Contributivo;161;;161;0;161;0;0;0;0;0
diciembre 2020;Boyacá;Tibasosa;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tibasosa;Poblacion;0;0;0;0;13444,412519705;13444,412519705;0;0;0;0
diciembre 2020;Boyacá;Tibasosa;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tibasosa;Subsidiado;5217;;0;0;5217;0;0;0;0;5217
diciembre 2020;Boyacá;Tibasosa;Excepción;37;;0;37;37;0;0;0;0;0
diciembre 2020;Boyacá;Tibasosa;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tibasosa;Contributivo;2001;;2001;0;2001;0;0;0;0;0
diciembre 2020;Boyacá;Monguí;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Monguí;Poblacion;0;0;0;0;4306,973879651;4306,973879651;0;0;0;0
diciembre 2020;Boyacá;Monguí;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Monguí;Subsidiado;2399;;0;0;2399;0;0;0;0;2399
diciembre 2020;Boyacá;Monguí;Excepción;34;;0;34;34;0;0;0;0;0
diciembre 2020;Boyacá;Monguí;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Monguí;Contributivo;842;;842;0;842;0;0;0;0;0
diciembre 2020;Boyacá;Campohermoso;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Campohermoso;Poblacion;0;0;0;0;3071,980305926;3071,980305926;0;0;0;0
diciembre 2020;Boyacá;Campohermoso;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Campohermoso;Subsidiado;2093;;0;0;2093;0;0;0;0;2093
diciembre 2020;Boyacá;Campohermoso;Excepción;47;;0;47;47;0;0;0;0;0
diciembre 2020;Boyacá;Campohermoso;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Campohermoso;Contributivo;235;;235;0;235;0;0;0;0;0
diciembre 2020;Boyacá;Pauna;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Pauna;Poblacion;0;0;0;0;7237,455077581;7237,455077581;0;0;0;0
diciembre 2020;Boyacá;Pauna;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Pauna;Subsidiado;5312;;0;0;5312;0;0;0;0;5312
diciembre 2020;Boyacá;Pauna;Excepción;92;;0;92;92;0;0;0;0;0
diciembre 2020;Boyacá;Pauna;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Pauna;Contributivo;516;;516;0;516;0;0;0;0;0
diciembre 2020;Boyacá;Ventaquemada;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Ventaquemada;Poblacion;0;0;0;0;16151,39405748;16151,39405748;0;0;0;0
diciembre 2020;Boyacá;Ventaquemada;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Ventaquemada;Subsidiado;11042;;0;0;11042;0;0;0;0;11042
diciembre 2020;Boyacá;Ventaquemada;Excepción;52;;0;52;52;0;0;0;0;0
diciembre 2020;Boyacá;Ventaquemada;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Ventaquemada;Contributivo;1755;;1755;0;1755;0;0;0;0;0
diciembre 2020;Boyacá;Sativanorte;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Sativanorte;Poblacion;0;0;0;0;2160,486982141;2160,486982141;0;0;0;0
diciembre 2020;Boyacá;Sativanorte;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Sativanorte;Subsidiado;1570;;0;0;1570;0;0;0;0;1570
diciembre 2020;Boyacá;Sativanorte;Excepción;26;;0;26;26;0;0;0;0;0
diciembre 2020;Boyacá;Sativanorte;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Sativanorte;Contributivo;331;;331;0;331;0;0;0;0;0
diciembre 2020;Boyacá;Mongua;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Mongua;Poblacion;0;0;0;0;4635,470634143;4635,470634143;0;0;0;0
diciembre 2020;Boyacá;Mongua;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Mongua;Subsidiado;2665;;0;0;2665;0;0;0;0;2665
diciembre 2020;Boyacá;Mongua;Excepción;30;;0;30;30;0;0;0;0;0
diciembre 2020;Boyacá;Mongua;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Mongua;Contributivo;729;;729;0;729;0;0;0;0;0
diciembre 2020;Boyacá;Otanche;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Otanche;Poblacion;0;0;0;0;8032,449439617;8032,449439617;0;0;0;0
diciembre 2020;Boyacá;Otanche;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Otanche;Subsidiado;5615;;0;0;5615;0;0;0;0;5615
diciembre 2020;Boyacá;Otanche;Excepción;113;;0;113;113;0;0;0;0;0
diciembre 2020;Boyacá;Otanche;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Otanche;Contributivo;1132;;1132;0;1132;0;0;0;0;0
diciembre 2020;Boyacá;Santa Rosa De Viterbo;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Santa Rosa De Viterbo;Poblacion;0;0;0;0;13371,917401779;13371,917401779;0;0;0;0
diciembre 2020;Boyacá;Santa Rosa De Viterbo;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Santa Rosa De Viterbo;Subsidiado;5013;;0;0;5013;0;0;0;0;5013
diciembre 2020;Boyacá;Santa Rosa De Viterbo;Excepción;41;;0;41;41;0;0;0;0;0
diciembre 2020;Boyacá;Santa Rosa De Viterbo;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Santa Rosa De Viterbo;Contributivo;1612;;1612;0;1612;0;0;0;0;0
diciembre 2020;Boyacá;Zetaquira;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Zetaquira;Poblacion;0;0;0;0;4641,470672104;4641,470672104;0;0;0;0
diciembre 2020;Boyacá;Zetaquira;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Zetaquira;Subsidiado;3505;;0;0;3505;0;0;0;0;3505
diciembre 2020;Boyacá;Zetaquira;Excepción;44;;0;44;44;0;0;0;0;0
diciembre 2020;Boyacá;Zetaquira;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Zetaquira;Contributivo;331;;331;0;331;0;0;0;0;0
diciembre 2020;Boyacá;Nobsa;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Nobsa;Poblacion;0;0;0;0;16505,890948386;16505,890948386;0;0;0;0
diciembre 2020;Boyacá;Nobsa;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Nobsa;Subsidiado;5410;;0;0;5410;0;0;0;0;5410
diciembre 2020;Boyacá;Nobsa;Excepción;4;;0;4;4;0;0;0;0;0
diciembre 2020;Boyacá;Nobsa;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Nobsa;Contributivo;3868;;3868;0;3868;0;0;0;0;0
diciembre 2020;Boyacá;Turmequé;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Turmequé;Poblacion;0;0;0;0;6177,960828623;6177,960828623;0;0;0;0
diciembre 2020;Boyacá;Turmequé;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Turmequé;Subsidiado;4694;;0;0;4694;0;0;0;0;4694
diciembre 2020;Boyacá;Turmequé;Excepción;129;;0;129;129;0;0;0;0;0
diciembre 2020;Boyacá;Turmequé;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Turmequé;Contributivo;529;;529;0;529;0;0;0;0;0
diciembre 2020;Boyacá;Páez;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Páez;Poblacion;0;0;0;0;3255,479688157;3255,479688157;0;0;0;0
diciembre 2020;Boyacá;Páez;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Páez;Subsidiado;2131;;0;0;2131;0;0;0;0;2131
diciembre 2020;Boyacá;Páez;Excepción;88;;0;88;88;0;0;0;0;0
diciembre 2020;Boyacá;Páez;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Páez;Contributivo;341;;341;0;341;0;0;0;0;0
diciembre 2020;Boyacá;Buenavista;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Buenavista;Poblacion;0;0;0;0;4411,472769949;4411,472769949;0;0;0;0
diciembre 2020;Boyacá;Buenavista;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Buenavista;Subsidiado;3675;;0;0;3675;0;0;0;0;3675
diciembre 2020;Boyacá;Buenavista;Excepción;32;;0;32;32;0;0;0;0;0
diciembre 2020;Boyacá;Buenavista;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Buenavista;Contributivo;232;;232;0;232;0;0;0;0;0
diciembre 2020;Boyacá;Nuevo Colón;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Nuevo Colón;Poblacion;0;0;0;0;5235,467314386;5235,467314386;0;0;0;0
diciembre 2020;Boyacá;Nuevo Colón;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Nuevo Colón;Subsidiado;4195;;0;0;4195;0;0;0;0;4195
diciembre 2020;Boyacá;Nuevo Colón;Excepción;15;;0;15;15;0;0;0;0;0
diciembre 2020;Boyacá;Nuevo Colón;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Nuevo Colón;Contributivo;330;;330;0;330;0;0;0;0;0
diciembre 2020;Boyacá;Tenza;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tenza;Poblacion;0;0;0;0;3834,476235420;3834,476235420;0;0;0;0
diciembre 2020;Boyacá;Tenza;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tenza;Subsidiado;2305;;0;0;2305;0;0;0;0;2305
diciembre 2020;Boyacá;Tenza;Excepción;19;;0;19;19;0;0;0;0;0
diciembre 2020;Boyacá;Tenza;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tenza;Contributivo;527;;527;0;527;0;0;0;0;0
diciembre 2020;Boyacá;El Cocuy;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;El Cocuy;Poblacion;0;0;0;0;4129,474542844;4129,474542844;0;0;0;0
diciembre 2020;Boyacá;El Cocuy;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;El Cocuy;Subsidiado;3268;;0;0;3268;0;0;0;0;3268
diciembre 2020;Boyacá;El Cocuy;Excepción;105;;0;105;105;0;0;0;0;0
diciembre 2020;Boyacá;El Cocuy;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;El Cocuy;Contributivo;515;;515;0;515;0;0;0;0;0
diciembre 2020;Boyacá;Santana;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Santana;Poblacion;0;0;0;0;7737,451130702;7737,451130702;0;0;0;0
diciembre 2020;Boyacá;Santana;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Santana;Subsidiado;6086;;0;0;6086;0;0;0;0;6086
diciembre 2020;Boyacá;Santana;Excepción;153;;0;153;153;0;0;0;0;0
diciembre 2020;Boyacá;Santana;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Santana;Contributivo;967;;967;0;967;0;0;0;0;0
diciembre 2020;Boyacá;Saboyá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Saboyá;Poblacion;0;0;0;0;13897,913620396;13897,913620396;0;0;0;0
diciembre 2020;Boyacá;Saboyá;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Saboyá;Subsidiado;9315;;0;0;9315;0;0;0;0;9315
diciembre 2020;Boyacá;Saboyá;Excepción;73;;0;73;73;0;0;0;0;0
diciembre 2020;Boyacá;Saboyá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Saboyá;Contributivo;687;;687;0;687;0;0;0;0;0
diciembre 2020;Boyacá;Guacamayas;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Guacamayas;Poblacion;0;0;0;0;1840,488522105;1840,488522105;0;0;0;0
diciembre 2020;Boyacá;Guacamayas;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Guacamayas;Subsidiado;1129;;0;0;1129;0;0;0;0;1129
diciembre 2020;Boyacá;Guacamayas;Excepción;30;;0;30;30;0;0;0;0;0
