Mes, Año de Año;Dep;Municipio;Regimen;Afiliados;Cobertura;Contributivo;Excepción & Especiales;Personas;Poblacion DANE;PPNA;Sisbén 1;Sisbén 2;Subsidiado
diciembre 2020;Boyacá;Guacamayas;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Guacamayas;Contributivo;155;;155;0;155;0;0;0;0;0
diciembre 2020;Boyacá;Coper;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Coper;Poblacion;0;0;0;0;3583,478198622;3583,478198622;0;0;0;0
diciembre 2020;Boyacá;Coper;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Coper;Subsidiado;2464;;0;0;2464;0;0;0;0;2464
diciembre 2020;Boyacá;Coper;Excepción;34;;0;34;34;0;0;0;0;0
diciembre 2020;Boyacá;Coper;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Coper;Contributivo;229;;229;0;229;0;0;0;0;0
diciembre 2020;Boyacá;Tasco;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tasco;Poblacion;0;0;0;0;5812,463849350;5812,463849350;0;0;0;0
diciembre 2020;Boyacá;Tasco;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tasco;Subsidiado;2775;;0;0;2775;0;0;0;0;2775
diciembre 2020;Boyacá;Tasco;Excepción;61;;0;61;61;0;0;0;0;0
diciembre 2020;Boyacá;Tasco;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tasco;Contributivo;1947;;1947;0;1947;0;0;0;0;0
diciembre 2020;Boyacá;Sora;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Sora;Poblacion;0;0;0;0;3087,980407969;3087,980407969;0;0;0;0
diciembre 2020;Boyacá;Sora;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Sora;Subsidiado;2120;;0;0;2120;0;0;0;0;2120
diciembre 2020;Boyacá;Sora;Excepción;13;;0;13;13;0;0;0;0;0
diciembre 2020;Boyacá;Sora;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Sora;Contributivo;207;;207;0;207;0;0;0;0;0
diciembre 2020;Boyacá;Muzo;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Muzo;Poblacion;0;0;0;0;8423,448343760;8423,448343760;0;0;0;0
diciembre 2020;Boyacá;Muzo;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Muzo;Subsidiado;6051;;0;0;6051;0;0;0;0;6051
diciembre 2020;Boyacá;Muzo;Excepción;106;;0;106;106;0;0;0;0;0
diciembre 2020;Boyacá;Muzo;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Muzo;Contributivo;1644;;1644;0;1644;0;0;0;0;0
diciembre 2020;Boyacá;Miraflores;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Miraflores;Poblacion;0;0;0;0;9046,943406477;9046,943406477;0;0;0;0
diciembre 2020;Boyacá;Miraflores;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Miraflores;Subsidiado;5157;;0;0;5157;0;0;0;0;5157
diciembre 2020;Boyacá;Miraflores;Excepción;311;;0;311;311;0;0;0;0;0
diciembre 2020;Boyacá;Miraflores;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Miraflores;Contributivo;2274;;2274;0;2274;0;0;0;0;0
diciembre 2020;Boyacá;Samacá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Samacá;Poblacion;0;0;0;0;18886,375777263;18886,375777263;0;0;0;0
diciembre 2020;Boyacá;Samacá;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Samacá;Subsidiado;10283;;0;0;10283;0;0;0;0;10283
diciembre 2020;Boyacá;Samacá;Excepción;92;;0;92;92;0;0;0;0;0
diciembre 2020;Boyacá;Samacá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Samacá;Contributivo;10234;;10234;0;10234;0;0;0;0;0
diciembre 2020;Boyacá;Busbanzá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Busbanzá;Poblacion;0;0;0;0;1156,993085545;1156,993085545;0;0;0;0
diciembre 2020;Boyacá;Busbanzá;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Busbanzá;Subsidiado;433;;0;0;433;0;0;0;0;433
diciembre 2020;Boyacá;Busbanzá;Excepción;9;;0;9;9;0;0;0;0;0
diciembre 2020;Boyacá;Busbanzá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Busbanzá;Contributivo;102;;102;0;102;0;0;0;0;0
diciembre 2020;Boyacá;Paipa;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Paipa;Poblacion;0;0;0;0;34804,771928573;34804,771928573;0;0;0;0
diciembre 2020;Boyacá;Paipa;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Paipa;Subsidiado;15034;;0;0;15034;0;0;0;0;15034
diciembre 2020;Boyacá;Paipa;Excepción;261;;0;261;261;0;0;0;0;0
diciembre 2020;Boyacá;Paipa;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Paipa;Contributivo;17560;;17560;0;17560;0;0;0;0;0
diciembre 2020;Boyacá;Paz De Río;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Paz De Río;Poblacion;0;0;0;0;4212,973296853;4212,973296853;0;0;0;0
diciembre 2020;Boyacá;Paz De Río;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Paz De Río;Subsidiado;1559;;0;0;1559;0;0;0;0;1559
diciembre 2020;Boyacá;Paz De Río;Excepción;70;;0;70;70;0;0;0;0;0
diciembre 2020;Boyacá;Paz De Río;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Paz De Río;Contributivo;1864;;1864;0;1864;0;0;0;0;0
diciembre 2020;Boyacá;Maripí;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Maripí;Poblacion;0;0;0;0;5702,964930630;5702,964930630;0;0;0;0
diciembre 2020;Boyacá;Maripí;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Maripí;Subsidiado;4338;;0;0;4338;0;0;0;0;4338
diciembre 2020;Boyacá;Maripí;Excepción;44;;0;44;44;0;0;0;0;0
diciembre 2020;Boyacá;Maripí;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Maripí;Contributivo;260;;260;0;260;0;0;0;0;0
diciembre 2020;Boyacá;Somondoco;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Somondoco;Poblacion;0;0;0;0;2889,982698910;2889,982698910;0;0;0;0
diciembre 2020;Boyacá;Somondoco;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Somondoco;Subsidiado;1592;;0;0;1592;0;0;0;0;1592
diciembre 2020;Boyacá;Somondoco;Excepción;30;;0;30;30;0;0;0;0;0
diciembre 2020;Boyacá;Somondoco;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Somondoco;Contributivo;142;;142;0;142;0;0;0;0;0
diciembre 2020;Boyacá;La Uvita;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;La Uvita;Poblacion;0;0;0;0;2739,483527967;2739,483527967;0;0;0;0
diciembre 2020;Boyacá;La Uvita;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;La Uvita;Subsidiado;1801;;0;0;1801;0;0;0;0;1801
diciembre 2020;Boyacá;La Uvita;Excepción;63;;0;63;63;0;0;0;0;0
diciembre 2020;Boyacá;La Uvita;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;La Uvita;Contributivo;346;;346;0;346;0;0;0;0;0
diciembre 2020;Boyacá;Úmbita;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Úmbita;Poblacion;0;0;0;0;7578,453668130;7578,453668130;0;0;0;0
diciembre 2020;Boyacá;Úmbita;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Úmbita;Subsidiado;5245;;0;0;5245;0;0;0;0;5245
diciembre 2020;Boyacá;Úmbita;Excepción;99;;0;99;99;0;0;0;0;0
diciembre 2020;Boyacá;Úmbita;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Úmbita;Contributivo;376;;376;0;376;0;0;0;0;0
diciembre 2020;Boyacá;Corrales;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Corrales;Poblacion;0;0;0;0;2553,984142472;2553,984142472;0;0;0;0
diciembre 2020;Boyacá;Corrales;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Corrales;Subsidiado;1065;;0;0;1065;0;0;0;0;1065
diciembre 2020;Boyacá;Corrales;Excepción;11;;0;11;11;0;0;0;0;0
diciembre 2020;Boyacá;Corrales;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Corrales;Contributivo;725;;725;0;725;0;0;0;0;0
diciembre 2020;Boyacá;Güicán;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Güicán;Poblacion;0;0;0;0;4315,973934120;4315,973934120;0;0;0;0
diciembre 2020;Boyacá;Güicán;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Güicán;Subsidiado;3609;;0;0;3609;0;0;0;0;3609
diciembre 2020;Boyacá;Güicán;Excepción;157;;0;157;157;0;0;0;0;0
diciembre 2020;Boyacá;Güicán;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Güicán;Contributivo;490;;490;0;490;0;0;0;0;0
diciembre 2020;Boyacá;Floresta;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Floresta;Poblacion;0;0;0;0;3242,479606721;3242,479606721;0;0;0;0
diciembre 2020;Boyacá;Floresta;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Floresta;Subsidiado;2418;;0;0;2418;0;0;0;0;2418
diciembre 2020;Boyacá;Floresta;Excepción;24;;0;24;24;0;0;0;0;0
diciembre 2020;Boyacá;Floresta;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Floresta;Contributivo;398;;398;0;398;0;0;0;0;0
diciembre 2020;Boyacá;Sutamarchán;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Sutamarchán;Poblacion;0;0;0;0;6250,459503109;6250,459503109;0;0;0;0
diciembre 2020;Boyacá;Sutamarchán;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Sutamarchán;Subsidiado;4571;;0;0;4571;0;0;0;0;4571
diciembre 2020;Boyacá;Sutamarchán;Excepción;21;;0;21;21;0;0;0;0;0
diciembre 2020;Boyacá;Sutamarchán;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Sutamarchán;Contributivo;723;;723;0;723;0;0;0;0;0
diciembre 2020;Boyacá;Sogamoso;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Sogamoso;Poblacion;0;0;0;0;131581,135407018;131581,135407018;0;0;0;0
diciembre 2020;Boyacá;Sogamoso;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Sogamoso;Subsidiado;51628;;0;0;51628;0;0;0;0;51628
diciembre 2020;Boyacá;Sogamoso;Excepción;3436;;0;3436;3436;0;0;0;0;0
diciembre 2020;Boyacá;Sogamoso;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Sogamoso;Contributivo;88362;;88362;0;88362;0;0;0;0;0
diciembre 2020;Boyacá;Cuítiva;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Cuítiva;Poblacion;0;0;0;0;1816,488370455;1816,488370455;0;0;0;0
diciembre 2020;Boyacá;Cuítiva;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Cuítiva;Subsidiado;1223;;0;0;1223;0;0;0;0;1223
diciembre 2020;Boyacá;Cuítiva;Excepción;7;;0;7;7;0;0;0;0;0
diciembre 2020;Boyacá;Cuítiva;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Cuítiva;Contributivo;151;;151;0;151;0;0;0;0;0
diciembre 2020;Boyacá;Pisba;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Pisba;Poblacion;0;0;0;0;1799,488260590;1799,488260590;0;0;0;0
diciembre 2020;Boyacá;Pisba;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Pisba;Subsidiado;1310;;0;0;1310;0;0;0;0;1310
diciembre 2020;Boyacá;Pisba;Excepción;30;;0;30;30;0;0;0;0;0
diciembre 2020;Boyacá;Pisba;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Pisba;Contributivo;139;;139;0;139;0;0;0;0;0
diciembre 2020;Boyacá;Arcabuco;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Arcabuco;Poblacion;0;0;0;0;5999,461475833;5999,461475833;0;0;0;0
diciembre 2020;Boyacá;Arcabuco;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Arcabuco;Subsidiado;3899;;0;0;3899;0;0;0;0;3899
diciembre 2020;Boyacá;Arcabuco;Excepción;26;;0;26;26;0;0;0;0;0
diciembre 2020;Boyacá;Arcabuco;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Arcabuco;Contributivo;583;;583;0;583;0;0;0;0;0
diciembre 2020;Boyacá;Tota;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tota;Poblacion;0;0;0;0;5251,467413971;5251,467413971;0;0;0;0
diciembre 2020;Boyacá;Tota;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tota;Subsidiado;4270;;0;0;4270;0;0;0;0;4270
diciembre 2020;Boyacá;Tota;Excepción;10;;0;10;10;0;0;0;0;0
diciembre 2020;Boyacá;Tota;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tota;Contributivo;282;;282;0;282;0;0;0;0;0
diciembre 2020;Boyacá;Boavita;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Boavita;Poblacion;0;0;0;0;4813,969983288;4813,969983288;0;0;0;0
diciembre 2020;Boyacá;Boavita;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Boavita;Subsidiado;3792;;0;0;3792;0;0;0;0;3792
diciembre 2020;Boyacá;Boavita;Excepción;135;;0;135;135;0;0;0;0;0
diciembre 2020;Boyacá;Boavita;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Boavita;Contributivo;597;;597;0;597;0;0;0;0;0
diciembre 2020;Boyacá;La Capilla;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;La Capilla;Poblacion;0;0;0;0;2700,483290080;2700,483290080;0;0;0;0
diciembre 2020;Boyacá;La Capilla;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;La Capilla;Subsidiado;1763;;0;0;1763;0;0;0;0;1763
diciembre 2020;Boyacá;La Capilla;Excepción;14;;0;14;14;0;0;0;0;0
diciembre 2020;Boyacá;La Capilla;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;La Capilla;Contributivo;159;;159;0;159;0;0;0;0;0
diciembre 2020;Boyacá;Sutatenza;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Sutatenza;Poblacion;0;0;0;0;4236,973448111;4236,973448111;0;0;0;0
diciembre 2020;Boyacá;Sutatenza;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Sutatenza;Subsidiado;2540;;0;0;2540;0;0;0;0;2540
diciembre 2020;Boyacá;Sutatenza;Excepción;15;;0;15;15;0;0;0;0;0
diciembre 2020;Boyacá;Sutatenza;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Sutatenza;Contributivo;437;;437;0;437;0;0;0;0;0
diciembre 2020;Boyacá;Guateque;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Guateque;Poblacion;0;0;0;0;10942,432270752;10942,432270752;0;0;0;0
diciembre 2020;Boyacá;Guateque;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Guateque;Subsidiado;4625;;0;0;4625;0;0;0;0;4625
diciembre 2020;Boyacá;Guateque;Excepción;446;;0;446;446;0;0;0;0;0
diciembre 2020;Boyacá;Guateque;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Guateque;Contributivo;3756;;3756;0;3756;0;0;0;0;0
diciembre 2020;Boyacá;Cerinza;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Cerinza;Poblacion;0;0;0;0;3718,977278769;3718,977278769;0;0;0;0
diciembre 2020;Boyacá;Cerinza;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Cerinza;Subsidiado;2213;;0;0;2213;0;0;0;0;2213
diciembre 2020;Boyacá;Cerinza;Excepción;23;;0;23;23;0;0;0;0;0
diciembre 2020;Boyacá;Cerinza;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Cerinza;Contributivo;620;;620;0;620;0;0;0;0;0
diciembre 2020;Boyacá;Tutazá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tutazá;Poblacion;0;0;0;0;2045,988025380;2045,988025380;0;0;0;0
diciembre 2020;Boyacá;Tutazá;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tutazá;Subsidiado;1527;;0;0;1527;0;0;0;0;1527
diciembre 2020;Boyacá;Tutazá;Excepción;11;;0;11;11;0;0;0;0;0
diciembre 2020;Boyacá;Tutazá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tutazá;Contributivo;121;;121;0;121;0;0;0;0;0
diciembre 2020;Boyacá;Guayatá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Guayatá;Poblacion;0;0;0;0;3402,978842132;3402,978842132;0;0;0;0
diciembre 2020;Boyacá;Guayatá;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Guayatá;Subsidiado;2294;;0;0;2294;0;0;0;0;2294
diciembre 2020;Boyacá;Guayatá;Excepción;4;;0;4;4;0;0;0;0;0
diciembre 2020;Boyacá;Guayatá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Guayatá;Contributivo;229;;229;0;229;0;0;0;0;0
diciembre 2020;Boyacá;Iza;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Iza;Poblacion;0;0;0;0;2002,485955007;2002,485955007;0;0;0;0
diciembre 2020;Boyacá;Iza;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Iza;Subsidiado;1047;;0;0;1047;0;0;0;0;1047
diciembre 2020;Boyacá;Iza;Excepción;7;;0;7;7;0;0;0;0;0
diciembre 2020;Boyacá;Iza;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Iza;Contributivo;511;;511;0;511;0;0;0;0;0
diciembre 2020;Boyacá;Viracachá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Viracachá;Poblacion;0;0;0;0;2818,982263158;2818,982263158;0;0;0;0
diciembre 2020;Boyacá;Viracachá;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Viracachá;Subsidiado;2121;;0;0;2121;0;0;0;0;2121
diciembre 2020;Boyacá;Viracachá;Excepción;8;;0;8;8;0;0;0;0;0
diciembre 2020;Boyacá;Viracachá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Viracachá;Contributivo;138;;138;0;138;0;0;0;0;0
diciembre 2020;Boyacá;La Victoria;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;La Victoria;Poblacion;0;0;0;0;1120,992863492;1120,992863492;0;0;0;0
diciembre 2020;Boyacá;La Victoria;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;La Victoria;Subsidiado;891;;0;0;891;0;0;0;0;891
diciembre 2020;Boyacá;La Victoria;Excepción;17;;0;17;17;0;0;0;0;0
diciembre 2020;Boyacá;La Victoria;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;La Victoria;Contributivo;117;;117;0;117;0;0;0;0;0
diciembre 2020;Boyacá;Pajarito;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Pajarito;Poblacion;0;0;0;0;2422,485087673;2422,485087673;0;0;0;0
diciembre 2020;Boyacá;Pajarito;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Pajarito;Subsidiado;1368;;0;0;1368;0;0;0;0;1368
diciembre 2020;Boyacá;Pajarito;Excepción;32;;0;32;32;0;0;0;0;0
diciembre 2020;Boyacá;Pajarito;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Pajarito;Contributivo;338;;338;0;338;0;0;0;0;0
diciembre 2020;Boyacá;Puerto Boyacá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Puerto Boyacá;Poblacion;0;0;0;0;48446,182119957;48446,182119957;0;0;0;0
diciembre 2020;Boyacá;Puerto Boyacá;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Puerto Boyacá;Subsidiado;30120;;0;0;30120;0;0;0;0;30120
diciembre 2020;Boyacá;Puerto Boyacá;Excepción;896;;0;896;896;0;0;0;0;0
diciembre 2020;Boyacá;Puerto Boyacá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Puerto Boyacá;Contributivo;18930;;18930;0;18930;0;0;0;0;0
diciembre 2020;Boyacá;Tipacoque;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tipacoque;Poblacion;0;0;0;0;3301,479971164;3301,479971164;0;0;0;0
diciembre 2020;Boyacá;Tipacoque;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tipacoque;Subsidiado;2825;;0;0;2825;0;0;0;0;2825
diciembre 2020;Boyacá;Tipacoque;Excepción;25;;0;25;25;0;0;0;0;0
diciembre 2020;Boyacá;Tipacoque;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Tipacoque;Contributivo;315;;315;0;315;0;0;0;0;0
diciembre 2020;Boyacá;Aquitania;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Aquitania;Poblacion;0;0;0;0;15600,903050785;15600,903050785;0;0;0;0
diciembre 2020;Boyacá;Aquitania;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Aquitania;Subsidiado;13278;;0;0;13278;0;0;0;0;13278
diciembre 2020;Boyacá;Aquitania;Excepción;102;;0;102;102;0;0;0;0;0
diciembre 2020;Boyacá;Aquitania;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Aquitania;Contributivo;943;;943;0;943;0;0;0;0;0
diciembre 2020;Boyacá;Chinavita;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Chinavita;Poblacion;0;0;0;0;3205,479371327;3205,479371327;0;0;0;0
diciembre 2020;Boyacá;Chinavita;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Chinavita;Subsidiado;2089;;0;0;2089;0;0;0;0;2089
diciembre 2020;Boyacá;Chinavita;Excepción;19;;0;19;19;0;0;0;0;0
diciembre 2020;Boyacá;Chinavita;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Chinavita;Contributivo;227;;227;0;227;0;0;0;0;0
diciembre 2020;Boyacá;Socotá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Socotá;Poblacion;0;0;0;0;7236,455071373;7236,455071373;0;0;0;0
diciembre 2020;Boyacá;Socotá;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Socotá;Subsidiado;4854;;0;0;4854;0;0;0;0;4854
diciembre 2020;Boyacá;Socotá;Excepción;67;;0;67;67;0;0;0;0;0
diciembre 2020;Boyacá;Socotá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Socotá;Contributivo;1831;;1831;0;1831;0;0;0;0;0
diciembre 2020;Boyacá;Labranzagrande;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Labranzagrande;Poblacion;0;0;0;0;3505,477713522;3505,477713522;0;0;0;0
diciembre 2020;Boyacá;Labranzagrande;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Labranzagrande;Subsidiado;2648;;0;0;2648;0;0;0;0;2648
diciembre 2020;Boyacá;Labranzagrande;Excepción;58;;0;58;58;0;0;0;0;0
diciembre 2020;Boyacá;Labranzagrande;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Labranzagrande;Contributivo;288;;288;0;288;0;0;0;0;0
diciembre 2020;Boyacá;Gámeza;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Gámeza;Poblacion;0;0;0;0;4867,970316261;4867,970316261;0;0;0;0
diciembre 2020;Boyacá;Gámeza;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Gámeza;Subsidiado;3047;;0;0;3047;0;0;0;0;3047
diciembre 2020;Boyacá;Gámeza;Excepción;19;;0;19;19;0;0;0;0;0
diciembre 2020;Boyacá;Gámeza;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Gámeza;Contributivo;928;;928;0;928;0;0;0;0;0
diciembre 2020;Boyacá;Santa María;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Santa María;Poblacion;0;0;0;0;3510,477745265;3510,477745265;0;0;0;0
diciembre 2020;Boyacá;Santa María;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Santa María;Subsidiado;1988;;0;0;1988;0;0;0;0;1988
diciembre 2020;Boyacá;Santa María;Excepción;42;;0;42;42;0;0;0;0;0
diciembre 2020;Boyacá;Santa María;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Santa María;Contributivo;796;;796;0;796;0;0;0;0;0
diciembre 2020;Boyacá;Berbeo;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Berbeo;Poblacion;0;0;0;0;1587,490472412;1587,490472412;0;0;0;0
diciembre 2020;Boyacá;Berbeo;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Berbeo;Subsidiado;1197;;0;0;1197;0;0;0;0;1197
diciembre 2020;Boyacá;Berbeo;Excepción;14;;0;14;14;0;0;0;0;0
diciembre 2020;Boyacá;Berbeo;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2020;Boyacá;Berbeo;Contributivo;142;;142;0;142;0;0;0;0;0
diciembre 2020;Boyacá;El Espino;Sisben II;0;;0;0;0;0;0;0;0;0
