Mes, Año de Año;Dep;Municipio;Regimen;Afiliados;Cobertura;Contributivo;Excepción & Especiales;Personas;Poblacion DANE;PPNA;Sisbén 1;Sisbén 2;Subsidiado
diciembre 2018;Boyacá;San Luis De Gaceno;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Soracá;Excepción;20;;0;20;20;0;0;0;0;0
diciembre 2018;Boyacá;Soracá;Contributivo;532;;532;0;532;0;0;0;0;0
diciembre 2018;Boyacá;Soracá;Subsidiado;4765;;0;0;4765;0;0;0;0;4765
diciembre 2018;Boyacá;Soracá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Soracá;Poblacion;0;0;0;0;5167,000000000;5167,000000000;0;0;0;0
diciembre 2018;Boyacá;Soracá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Soracá;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Cómbita;Excepción;47;;0;47;47;0;0;0;0;0
diciembre 2018;Boyacá;Cómbita;Contributivo;883;;883;0;883;0;0;0;0;0
diciembre 2018;Boyacá;Cómbita;Subsidiado;6451;;0;0;6451;0;0;0;0;6451
diciembre 2018;Boyacá;Cómbita;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Cómbita;Poblacion;0;0;0;0;15174;15174;0;0;0;0
diciembre 2018;Boyacá;Cómbita;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Cómbita;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Tinjacá;Excepción;18;;0;18;18;0;0;0;0;0
diciembre 2018;Boyacá;Tinjacá;Contributivo;206;;206;0;206;0;0;0;0;0
diciembre 2018;Boyacá;Tinjacá;Subsidiado;2009;;0;0;2009;0;0;0;0;2009
diciembre 2018;Boyacá;Tinjacá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Tinjacá;Poblacion;0;0;0;0;3044,000000000;3044,000000000;0;0;0;0
diciembre 2018;Boyacá;Tinjacá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Tinjacá;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Pesca;Excepción;36;;0;36;36;0;0;0;0;0
diciembre 2018;Boyacá;Pesca;Contributivo;513;;513;0;513;0;0;0;0;0
diciembre 2018;Boyacá;Pesca;Subsidiado;5475;;0;0;5475;0;0;0;0;5475
diciembre 2018;Boyacá;Pesca;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Pesca;Poblacion;0;0;0;0;7543,000000000;7543,000000000;0;0;0;0
diciembre 2018;Boyacá;Pesca;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Pesca;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;La Uvita;Excepción;69;;0;69;69;0;0;0;0;0
diciembre 2018;Boyacá;La Uvita;Contributivo;271;;271;0;271;0;0;0;0;0
diciembre 2018;Boyacá;La Uvita;Subsidiado;1843;;0;0;1843;0;0;0;0;1843
diciembre 2018;Boyacá;La Uvita;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;La Uvita;Poblacion;0;0;0;0;2259;2259;0;0;0;0
diciembre 2018;Boyacá;La Uvita;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;La Uvita;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Sativasur;Excepción;7;;0;7;7;0;0;0;0;0
diciembre 2018;Boyacá;Sativasur;Contributivo;230;;230;0;230;0;0;0;0;0
diciembre 2018;Boyacá;Sativasur;Subsidiado;668;;0;0;668;0;0;0;0;668
diciembre 2018;Boyacá;Sativasur;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Sativasur;Poblacion;0;0;0;0;1038;1038;0;0;0;0
diciembre 2018;Boyacá;Sativasur;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Sativasur;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Jenesano;Excepción;22;;0;22;22;0;0;0;0;0
diciembre 2018;Boyacá;Jenesano;Contributivo;286;;286;0;286;0;0;0;0;0
diciembre 2018;Boyacá;Jenesano;Subsidiado;5104;;0;0;5104;0;0;0;0;5104
diciembre 2018;Boyacá;Jenesano;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Jenesano;Poblacion;0;0;0;0;7693,000000000;7693,000000000;0;0;0;0
diciembre 2018;Boyacá;Jenesano;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Jenesano;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Garagoa;Excepción;663;;0;663;663;0;0;0;0;0
diciembre 2018;Boyacá;Garagoa;Contributivo;6408;;6408;0;6408;0;0;0;0;0
diciembre 2018;Boyacá;Garagoa;Subsidiado;8395;;0;0;8395;0;0;0;0;8395
diciembre 2018;Boyacá;Garagoa;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Garagoa;Poblacion;0;0;0;0;17033,000000000;17033,000000000;0;0;0;0
diciembre 2018;Boyacá;Garagoa;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Garagoa;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Sativanorte;Excepción;25;;0;25;25;0;0;0;0;0
diciembre 2018;Boyacá;Sativanorte;Contributivo;273;;273;0;273;0;0;0;0;0
diciembre 2018;Boyacá;Sativanorte;Subsidiado;1544;;0;0;1544;0;0;0;0;1544
diciembre 2018;Boyacá;Sativanorte;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Sativanorte;Poblacion;0;0;0;0;2215;2215;0;0;0;0
diciembre 2018;Boyacá;Sativanorte;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Sativanorte;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Sáchica;Excepción;13;;0;13;13;0;0;0;0;0
diciembre 2018;Boyacá;Sáchica;Contributivo;379;;379;0;379;0;0;0;0;0
diciembre 2018;Boyacá;Sáchica;Subsidiado;3450;;0;0;3450;0;0;0;0;3450
diciembre 2018;Boyacá;Sáchica;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Sáchica;Poblacion;0;0;0;0;3758,000000000;3758,000000000;0;0;0;0
diciembre 2018;Boyacá;Sáchica;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Sáchica;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Ventaquemada;Excepción;53;;0;53;53;0;0;0;0;0
diciembre 2018;Boyacá;Ventaquemada;Contributivo;1618;;1618;0;1618;0;0;0;0;0
diciembre 2018;Boyacá;Ventaquemada;Subsidiado;10704;;0;0;10704;0;0;0;0;10704
diciembre 2018;Boyacá;Ventaquemada;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Ventaquemada;Poblacion;0;0;0;0;15729;15729;0;0;0;0
diciembre 2018;Boyacá;Ventaquemada;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Ventaquemada;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Chiquinquirá;Excepción;2027;;0;2027;2027;0;0;0;0;0
diciembre 2018;Boyacá;Chiquinquirá;Contributivo;27774;;27774;0;27774;0;0;0;0;0
diciembre 2018;Boyacá;Chiquinquirá;Subsidiado;29137;;0;0;29137;0;0;0;0;29137
diciembre 2018;Boyacá;Chiquinquirá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Chiquinquirá;Poblacion;0;0;0;0;68126,000000000;68126,000000000;0;0;0;0
diciembre 2018;Boyacá;Chiquinquirá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Chiquinquirá;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Moniquirá;Excepción;611;;0;611;611;0;0;0;0;0
diciembre 2018;Boyacá;Moniquirá;Contributivo;6948;;6948;0;6948;0;0;0;0;0
diciembre 2018;Boyacá;Moniquirá;Subsidiado;14431;;0;0;14431;0;0;0;0;14431
diciembre 2018;Boyacá;Moniquirá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Moniquirá;Poblacion;0;0;0;0;21242,000000000;21242,000000000;0;0;0;0
diciembre 2018;Boyacá;Moniquirá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Moniquirá;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Tópaga;Excepción;18;;0;18;18;0;0;0;0;0
diciembre 2018;Boyacá;Tópaga;Contributivo;691;;691;0;691;0;0;0;0;0
diciembre 2018;Boyacá;Tópaga;Subsidiado;1876;;0;0;1876;0;0;0;0;1876
diciembre 2018;Boyacá;Tópaga;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Tópaga;Poblacion;0;0;0;0;3692,000000000;3692,000000000;0;0;0;0
diciembre 2018;Boyacá;Tópaga;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Tópaga;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Sogamoso;Excepción;3437;;0;3437;3437;0;0;0;0;0
diciembre 2018;Boyacá;Sogamoso;Contributivo;82807;;82807;0;82807;0;0;0;0;0
diciembre 2018;Boyacá;Sogamoso;Subsidiado;50884;;0;0;50884;0;0;0;0;50884
diciembre 2018;Boyacá;Sogamoso;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Sogamoso;Poblacion;0;0;0;0;111799;111799;0;0;0;0
diciembre 2018;Boyacá;Sogamoso;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Sogamoso;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Campohermoso;Excepción;45;;0;45;45;0;0;0;0;0
diciembre 2018;Boyacá;Campohermoso;Contributivo;155;;155;0;155;0;0;0;0;0
diciembre 2018;Boyacá;Campohermoso;Subsidiado;2200;;0;0;2200;0;0;0;0;2200
diciembre 2018;Boyacá;Campohermoso;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Campohermoso;Poblacion;0;0;0;0;3767;3767;0;0;0;0
diciembre 2018;Boyacá;Campohermoso;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Campohermoso;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Pajarito;Excepción;30;;0;30;30;0;0;0;0;0
diciembre 2018;Boyacá;Pajarito;Contributivo;314;;314;0;314;0;0;0;0;0
diciembre 2018;Boyacá;Pajarito;Subsidiado;1311;;0;0;1311;0;0;0;0;1311
diciembre 2018;Boyacá;Pajarito;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Pajarito;Poblacion;0;0;0;0;1545;1545;0;0;0;0
diciembre 2018;Boyacá;Pajarito;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Pajarito;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Chivor;Excepción;19;;0;19;19;0;0;0;0;0
diciembre 2018;Boyacá;Chivor;Contributivo;142;;142;0;142;0;0;0;0;0
diciembre 2018;Boyacá;Chivor;Subsidiado;1442;;0;0;1442;0;0;0;0;1442
diciembre 2018;Boyacá;Chivor;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Chivor;Poblacion;0;0;0;0;1668;1668;0;0;0;0
diciembre 2018;Boyacá;Chivor;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Chivor;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Chiscas;Excepción;96;;0;96;96;0;0;0;0;0
diciembre 2018;Boyacá;Chiscas;Contributivo;183;;183;0;183;0;0;0;0;0
diciembre 2018;Boyacá;Chiscas;Subsidiado;2802;;0;0;2802;0;0;0;0;2802
diciembre 2018;Boyacá;Chiscas;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Chiscas;Poblacion;0;0;0;0;3999,000000000;3999,000000000;0;0;0;0
diciembre 2018;Boyacá;Chiscas;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Chiscas;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Arcabuco;Excepción;22;;0;22;22;0;0;0;0;0
diciembre 2018;Boyacá;Arcabuco;Contributivo;426;;426;0;426;0;0;0;0;0
diciembre 2018;Boyacá;Arcabuco;Subsidiado;3780;;0;0;3780;0;0;0;0;3780
diciembre 2018;Boyacá;Arcabuco;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Arcabuco;Poblacion;0;0;0;0;5247,000000000;5247,000000000;0;0;0;0
diciembre 2018;Boyacá;Arcabuco;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Arcabuco;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Santa Rosa De Viterbo;Excepción;43;;0;43;43;0;0;0;0;0
diciembre 2018;Boyacá;Santa Rosa De Viterbo;Contributivo;1538;;1538;0;1538;0;0;0;0;0
diciembre 2018;Boyacá;Santa Rosa De Viterbo;Subsidiado;5041;;0;0;5041;0;0;0;0;5041
diciembre 2018;Boyacá;Santa Rosa De Viterbo;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Santa Rosa De Viterbo;Poblacion;0;0;0;0;13405;13405;0;0;0;0
diciembre 2018;Boyacá;Santa Rosa De Viterbo;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Santa Rosa De Viterbo;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Cerinza;Excepción;21;;0;21;21;0;0;0;0;0
diciembre 2018;Boyacá;Cerinza;Contributivo;509;;509;0;509;0;0;0;0;0
diciembre 2018;Boyacá;Cerinza;Subsidiado;2202;;0;0;2202;0;0;0;0;2202
diciembre 2018;Boyacá;Cerinza;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Cerinza;Poblacion;0;0;0;0;3601,000000000;3601,000000000;0;0;0;0
diciembre 2018;Boyacá;Cerinza;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Cerinza;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Miraflores;Excepción;320;;0;320;320;0;0;0;0;0
diciembre 2018;Boyacá;Miraflores;Contributivo;2046;;2046;0;2046;0;0;0;0;0
diciembre 2018;Boyacá;Miraflores;Subsidiado;5418;;0;0;5418;0;0;0;0;5418
diciembre 2018;Boyacá;Miraflores;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Miraflores;Poblacion;0;0;0;0;9785,000000000;9785,000000000;0;0;0;0
diciembre 2018;Boyacá;Miraflores;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Miraflores;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Iza;Excepción;6;;0;6;6;0;0;0;0;0
diciembre 2018;Boyacá;Iza;Contributivo;525;;525;0;525;0;0;0;0;0
diciembre 2018;Boyacá;Iza;Subsidiado;1066;;0;0;1066;0;0;0;0;1066
diciembre 2018;Boyacá;Iza;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Iza;Poblacion;0;0;0;0;2412,000000000;2412,000000000;0;0;0;0
diciembre 2018;Boyacá;Iza;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Iza;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Saboyá;Excepción;72;;0;72;72;0;0;0;0;0
diciembre 2018;Boyacá;Saboyá;Contributivo;545;;545;0;545;0;0;0;0;0
diciembre 2018;Boyacá;Saboyá;Subsidiado;9451;;0;0;9451;0;0;0;0;9451
diciembre 2018;Boyacá;Saboyá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Saboyá;Poblacion;0;0;0;0;12183;12183;0;0;0;0
diciembre 2018;Boyacá;Saboyá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Saboyá;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Boyacá;Excepción;25;;0;25;25;0;0;0;0;0
diciembre 2018;Boyacá;Boyacá;Contributivo;583;;583;0;583;0;0;0;0;0
diciembre 2018;Boyacá;Boyacá;Subsidiado;3774;;0;0;3774;0;0;0;0;3774
diciembre 2018;Boyacá;Boyacá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Boyacá;Poblacion;0;0;0;0;4297;4297;0;0;0;0
diciembre 2018;Boyacá;Boyacá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Boyacá;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Buenavista;Excepción;34;;0;34;34;0;0;0;0;0
diciembre 2018;Boyacá;Buenavista;Contributivo;169;;169;0;169;0;0;0;0;0
diciembre 2018;Boyacá;Buenavista;Subsidiado;3709;;0;0;3709;0;0;0;0;3709
diciembre 2018;Boyacá;Buenavista;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Buenavista;Poblacion;0;0;0;0;5751,000000000;5751,000000000;0;0;0;0
diciembre 2018;Boyacá;Buenavista;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Buenavista;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Guayatá;Excepción;1;;0;1;1;0;0;0;0;0
diciembre 2018;Boyacá;Guayatá;Contributivo;172;;172;0;172;0;0;0;0;0
diciembre 2018;Boyacá;Guayatá;Subsidiado;2419;;0;0;2419;0;0;0;0;2419
diciembre 2018;Boyacá;Guayatá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Guayatá;Poblacion;0;0;0;0;4779;4779;0;0;0;0
diciembre 2018;Boyacá;Guayatá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Guayatá;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Nuevo Colón;Excepción;15;;0;15;15;0;0;0;0;0
diciembre 2018;Boyacá;Nuevo Colón;Contributivo;271;;271;0;271;0;0;0;0;0
diciembre 2018;Boyacá;Nuevo Colón;Subsidiado;4250;;0;0;4250;0;0;0;0;4250
diciembre 2018;Boyacá;Nuevo Colón;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Nuevo Colón;Poblacion;0;0;0;0;6680,000000000;6680,000000000;0;0;0;0
diciembre 2018;Boyacá;Nuevo Colón;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Nuevo Colón;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Briceño;Excepción;18;;0;18;18;0;0;0;0;0
diciembre 2018;Boyacá;Briceño;Contributivo;84;;84;0;84;0;0;0;0;0
diciembre 2018;Boyacá;Briceño;Subsidiado;1673;;0;0;1673;0;0;0;0;1673
diciembre 2018;Boyacá;Briceño;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Briceño;Poblacion;0;0;0;0;2530;2530;0;0;0;0
diciembre 2018;Boyacá;Briceño;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Briceño;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Ciénega;Excepción;24;;0;24;24;0;0;0;0;0
diciembre 2018;Boyacá;Ciénega;Contributivo;199;;199;0;199;0;0;0;0;0
diciembre 2018;Boyacá;Ciénega;Subsidiado;3436;;0;0;3436;0;0;0;0;3436
diciembre 2018;Boyacá;Ciénega;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Ciénega;Poblacion;0;0;0;0;4565,000000000;4565,000000000;0;0;0;0
diciembre 2018;Boyacá;Ciénega;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Ciénega;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Berbeo;Excepción;13;;0;13;13;0;0;0;0;0
diciembre 2018;Boyacá;Berbeo;Contributivo;116;;116;0;116;0;0;0;0;0
diciembre 2018;Boyacá;Berbeo;Subsidiado;1212;;0;0;1212;0;0;0;0;1212
diciembre 2018;Boyacá;Berbeo;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Berbeo;Poblacion;0;0;0;0;1939,000000000;1939,000000000;0;0;0;0
diciembre 2018;Boyacá;Berbeo;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Berbeo;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Sutatenza;Excepción;16;;0;16;16;0;0;0;0;0
diciembre 2018;Boyacá;Sutatenza;Contributivo;415;;415;0;415;0;0;0;0;0
diciembre 2018;Boyacá;Sutatenza;Subsidiado;2600;;0;0;2600;0;0;0;0;2600
diciembre 2018;Boyacá;Sutatenza;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Sutatenza;Poblacion;0;0;0;0;3939;3939;0;0;0;0
diciembre 2018;Boyacá;Sutatenza;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Sutatenza;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Güicán;Excepción;155;;0;155;155;0;0;0;0;0
diciembre 2018;Boyacá;Güicán;Contributivo;451;;451;0;451;0;0;0;0;0
diciembre 2018;Boyacá;Güicán;Subsidiado;3488;;0;0;3488;0;0;0;0;3488
diciembre 2018;Boyacá;Güicán;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Güicán;Poblacion;0;0;0;0;6609;6609;0;0;0;0
diciembre 2018;Boyacá;Güicán;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Güicán;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Togüí;Excepción;17;;0;17;17;0;0;0;0;0
diciembre 2018;Boyacá;Togüí;Contributivo;166;;166;0;166;0;0;0;0;0
diciembre 2018;Boyacá;Togüí;Subsidiado;3809;;0;0;3809;0;0;0;0;3809
diciembre 2018;Boyacá;Togüí;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Togüí;Poblacion;0;0;0;0;4857;4857;0;0;0;0
diciembre 2018;Boyacá;Togüí;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Togüí;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Pachavita;Excepción;9;;0;9;9;0;0;0;0;0
diciembre 2018;Boyacá;Pachavita;Contributivo;113;;113;0;113;0;0;0;0;0
diciembre 2018;Boyacá;Pachavita;Subsidiado;1549;;0;0;1549;0;0;0;0;1549
diciembre 2018;Boyacá;Pachavita;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Pachavita;Poblacion;0;0;0;0;2344;2344;0;0;0;0
diciembre 2018;Boyacá;Pachavita;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Pachavita;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Paya;Excepción;41;;0;41;41;0;0;0;0;0
diciembre 2018;Boyacá;Paya;Contributivo;94;;94;0;94;0;0;0;0;0
diciembre 2018;Boyacá;Paya;Subsidiado;1722;;0;0;1722;0;0;0;0;1722
diciembre 2018;Boyacá;Paya;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Paya;Poblacion;0;0;0;0;2509;2509;0;0;0;0
diciembre 2018;Boyacá;Paya;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Paya;PPNA;0;;0;0;0;0;0;0;0;0
diciembre 2018;Boyacá;Duitama;Excepción;3597;;0;3597;3597;0;0;0;0;0
