Mes, Año de Año;Dep;Regimen;Afiliados;Cobertura;Contributivo;Excepción & Especiales;Personas;Poblacion DANE;PPNA;Sisbén 1;Sisbén 2;Subsidiado
diciembre 2021;Boyacá;Poblacion;0;0;0;0;4900,475487134;4900,475487134;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;337;0;337;0;0;0
diciembre 2021;Boyacá;Excepción;19;;0;19;19;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;955;;955;0;955;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;1026;;0;0;1026;0;0;0;0;1026
diciembre 2021;Boyacá;Sisben I;0;;0;0;11;0;0;11;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;2;0;0;0;2;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;2570,987553451;2570,987553451;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;81;0;81;0;0;0
diciembre 2021;Boyacá;Excepción;10;;0;10;10;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;638;;638;0;638;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;2072;;0;0;2072;0;0;0;0;2072
diciembre 2021;Boyacá;Sisben I;0;;0;0;7;0;0;7;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;1;0;0;0;1;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;2837,985729351;2837,985729351;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;216;0;216;0;0;0
diciembre 2021;Boyacá;Excepción;10;;0;10;10;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;136;;136;0;136;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;5375;;0;0;5375;0;0;0;0;5375
diciembre 2021;Boyacá;Sisben I;0;;0;0;14;0;0;14;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;2;0;0;0;2;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;8086,459794001;8086,459794001;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;571;0;571;0;0;0
diciembre 2021;Boyacá;Excepción;120;;0;120;120;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;1237;;1237;0;1237;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;2293;;0;0;2293;0;0;0;0;2293
diciembre 2021;Boyacá;Sisben I;0;;0;0;7;0;0;7;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;3425,982340877;3425,982340877;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;248;0;248;0;0;0
diciembre 2021;Boyacá;Excepción;5;;0;5;5;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;274;;274;0;274;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;3706;;0;0;3706;0;0;0;0;3706
diciembre 2021;Boyacá;Sisben I;0;;0;0;5;0;0;5;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;2;0;0;0;2;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;5032,974567788;5032,974567788;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;385;0;385;0;0;0
diciembre 2021;Boyacá;Excepción;85;;0;85;85;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;508;;508;0;508;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;3804;;0;0;3804;0;0;0;0;3804
diciembre 2021;Boyacá;Sisben I;0;;0;0;9;0;0;9;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;5170,473672692;5170,473672692;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;516;0;516;0;0;0
diciembre 2021;Boyacá;Excepción;28;;0;28;28;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;646;;646;0;646;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;1146;;0;0;1146;0;0;0;0;1146
diciembre 2021;Boyacá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;1;0;0;0;1;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;1852,990285997;1852,990285997;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;39;0;39;0;0;0
diciembre 2021;Boyacá;Excepción;27;;0;27;27;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;137;;137;0;137;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;5137;;0;0;5137;0;0;0;0;5137
diciembre 2021;Boyacá;Sisben I;0;;0;0;9;0;0;9;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;3;0;0;0;3;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;7629,460662458;7629,460662458;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;490;0;490;0;0;0
diciembre 2021;Boyacá;Excepción;96;;0;96;96;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;435;;435;0;435;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;885;;0;0;885;0;0;0;0;885
diciembre 2021;Boyacá;Sisben I;0;;0;0;1;0;0;1;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;2;0;0;0;2;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;1128,494572428;1128,494572428;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;45;0;45;0;0;0
diciembre 2021;Boyacá;Excepción;15;;0;15;15;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;100;;100;0;100;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;4563;;0;0;4563;0;0;0;0;4563
diciembre 2021;Boyacá;Sisben I;0;;0;0;11;0;0;11;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;2;0;0;0;2;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;6292,968218575;6292,968218575;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;560;0;560;0;0;0
diciembre 2021;Boyacá;Excepción;24;;0;24;24;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;704;;704;0;704;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;1901;;0;0;1901;0;0;0;0;1901
diciembre 2021;Boyacá;Sisben I;0;;0;0;6;0;0;6;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;3385,982132262;3385,982132262;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;141;0;141;0;0;0
diciembre 2021;Boyacá;Excepción;17;;0;17;17;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;262;;262;0;262;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;4969;;0;0;4969;0;0;0;0;4969
diciembre 2021;Boyacá;Sisben I;0;;0;0;59;0;0;59;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;6;0;0;0;6;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;11015,944398916;11015,944398916;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;806;0;806;0;0;0
diciembre 2021;Boyacá;Excepción;455;;0;455;455;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;3406;;3406;0;3406;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;442;;0;0;442;0;0;0;0;442
diciembre 2021;Boyacá;Sisben I;0;;0;0;1;0;0;1;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;1164,993133027;1164,993133027;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;20;0;20;0;0;0
diciembre 2021;Boyacá;Excepción;10;;0;10;10;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;108;;108;0;108;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;4558;;0;0;4558;0;0;0;0;4558
diciembre 2021;Boyacá;Sisben I;0;;0;0;9;0;0;9;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;6219,469430747;6219,469430747;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;727;0;727;0;0;0
diciembre 2021;Boyacá;Excepción;134;;0;134;134;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;492;;492;0;492;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;4583;;0;0;4583;0;0;0;0;4583
diciembre 2021;Boyacá;Sisben I;0;;0;0;10;0;0;10;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;1;0;0;0;1;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;6130,468986954;6130,468986954;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;540;0;540;0;0;0
diciembre 2021;Boyacá;Excepción;20;;0;20;20;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;793;;793;0;793;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;29481;;0;0;29481;0;0;0;0;29481
diciembre 2021;Boyacá;Sisben I;0;;0;0;554;0;0;554;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;33;0;0;0;33;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;48775,756888028;48775,756888028;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;7152;0;7152;0;0;0
diciembre 2021;Boyacá;Excepción;854;;0;854;854;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;19532;;19532;0;19532;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;5400;;0;0;5400;0;0;0;0;5400
diciembre 2021;Boyacá;Sisben I;0;;0;0;32;0;0;32;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;3;0;0;0;3;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;8922,454482932;8922,454482932;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;646;0;646;0;0;0
diciembre 2021;Boyacá;Excepción;557;;0;557;557;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;3103;;3103;0;3103;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;5287;;0;0;5287;0;0;0;0;5287
diciembre 2021;Boyacá;Sisben I;0;;0;0;40;0;0;40;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;32;0;0;0;32;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;16618,417072634;16618,417072634;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;803;0;803;0;0;0
diciembre 2021;Boyacá;Excepción;8;;0;8;8;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;3387;;3387;0;3387;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;1788;;0;0;1788;0;0;0;0;1788
diciembre 2021;Boyacá;Sisben I;0;;0;0;3;0;0;3;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;2718,486711389;2718,486711389;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;167;0;167;0;0;0
diciembre 2021;Boyacá;Excepción;17;;0;17;17;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;161;;161;0;161;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;2585;;0;0;2585;0;0;0;0;2585
diciembre 2021;Boyacá;Sisben I;0;;0;0;4;0;0;4;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;3162,984192183;3162,984192183;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;283;0;283;0;0;0
diciembre 2021;Boyacá;Excepción;107;;0;107;107;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;388;;388;0;388;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;6079;;0;0;6079;0;0;0;0;6079
diciembre 2021;Boyacá;Sisben I;0;;0;0;19;0;0;19;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;6;0;0;0;6;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;8479,957016400;8479,957016400;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;794;0;794;0;0;0
diciembre 2021;Boyacá;Excepción;103;;0;103;103;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;1404;;1404;0;1404;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;1819;;0;0;1819;0;0;0;0;1819
diciembre 2021;Boyacá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;2397,488269002;2397,488269002;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;66;0;66;0;0;0
diciembre 2021;Boyacá;Excepción;22;;0;22;22;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;150;;150;0;150;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;1285;;0;0;1285;0;0;0;0;1285
diciembre 2021;Boyacá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;1676,992546197;1676,992546197;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;47;0;47;0;0;0
diciembre 2021;Boyacá;Excepción;31;;0;31;31;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;141;;141;0;141;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;4803;;0;0;4803;0;0;0;0;4803
diciembre 2021;Boyacá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;8;0;0;0;8;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;5924,969535787;5924,969535787;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;628;0;628;0;0;0
diciembre 2021;Boyacá;Excepción;51;;0;51;51;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;258;;258;0;258;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;5362;;0;0;5362;0;0;0;0;5362
diciembre 2021;Boyacá;Sisben I;0;;0;0;28;0;0;28;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;5;0;0;0;5;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;9107,455407522;9107,455407522;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;367;0;367;0;0;0
diciembre 2021;Boyacá;Excepción;281;;0;281;281;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;2138;;2138;0;2138;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;45601;;0;0;45601;0;0;0;0;45601
diciembre 2021;Boyacá;Sisben I;0;;0;0;2782;0;0;2782;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;240;0;0;0;240;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;127995,362415988;127995,362415988;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;11654;0;11654;0;0;0
diciembre 2021;Boyacá;Excepción;3804;;0;3804;3804;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;86086;;86086;0;86086;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;3238;;0;0;3238;0;0;0;0;3238
diciembre 2021;Boyacá;Sisben I;0;;0;0;4;0;0;4;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;1;0;0;0;1;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;4156,979672791;4156,979672791;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;500;0;500;0;0;0
diciembre 2021;Boyacá;Excepción;113;;0;113;113;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;471;;471;0;471;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;4738;;0;0;4738;0;0;0;0;4738
diciembre 2021;Boyacá;Sisben I;0;;0;0;25;0;0;25;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;16;0;0;0;16;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;6784,967501764;6784,967501764;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;509;0;509;0;0;0
diciembre 2021;Boyacá;Excepción;61;;0;61;61;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;770;;770;0;770;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;4980;;0;0;4980;0;0;0;0;4980
diciembre 2021;Boyacá;Sisben I;0;;0;0;42;0;0;42;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;20;0;0;0;20;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;13535,931700478;13535,931700478;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;1222;0;1222;0;0;0
diciembre 2021;Boyacá;Excepción;39;;0;39;39;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;1844;;1844;0;1844;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;2708;;0;0;2708;0;0;0;0;2708
diciembre 2021;Boyacá;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;1;0;0;0;1;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;3926,480103095;3926,480103095;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;193;0;193;0;0;0
diciembre 2021;Boyacá;Excepción;104;;0;104;104;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;190;;190;0;190;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;1539;;0;0;1539;0;0;0;0;1539
diciembre 2021;Boyacá;Sisben I;0;;0;0;21;0;0;21;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;3;0;0;0;3;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;4240,980075407;4240,980075407;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;197;0;197;0;0;0
diciembre 2021;Boyacá;Excepción;70;;0;70;70;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;1921;;1921;0;1921;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;1731;;0;0;1731;0;0;0;0;1731
diciembre 2021;Boyacá;Sisben I;0;;0;0;1;0;0;1;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;1;0;0;0;1;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;2661,987978936;2661,987978936;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;131;0;131;0;0;0
diciembre 2021;Boyacá;Excepción;44;;0;44;44;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;101;;101;0;101;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;6578;;0;0;6578;0;0;0;0;6578
diciembre 2021;Boyacá;Sisben I;0;;0;0;10;0;0;10;0;0
diciembre 2021;Boyacá;Sisben II;0;;0;0;4;0;0;0;4;0
diciembre 2021;Boyacá;Poblacion;0;0;0;0;7872,960307280;7872,960307280;0;0;0;0
diciembre 2021;Boyacá;PPNA;0;;0;0;715;0;715;0;0;0
diciembre 2021;Boyacá;Excepción;143;;0;143;143;0;0;0;0;0
diciembre 2021;Boyacá;Contributivo;663;;663;0;663;0;0;0;0;0
diciembre 2021;Boyacá;Subsidiado;4342;;0;0;4342;0;0;0;0;4342
