Mes, Año de Año;Dep;Municipio;Regimen;Afiliados;Cobertura;Contributivo;Excepción & Especiales;Personas;Poblacion DANE;PPNA;Sisbén 1;Sisbén 2;Subsidiado
diciembre 2021;Boyacá;Páez;Contributivo;300;;300;0;300;0;0;0;0;0
diciembre 2021;Boyacá;Gámeza;Subsidiado;2972;;0;0;2972;0;0;0;0;2972
diciembre 2021;Boyacá;Gámeza;Sisben I;0;;0;0;20;0;0;20;0;0
diciembre 2021;Boyacá;Gámeza;Sisben II;0;;0;0;7;0;0;0;7;0
diciembre 2021;Boyacá;Gámeza;Poblacion;0;0;0;0;4900,475487134;4900,475487134;0;0;0;0
diciembre 2021;Boyacá;Gámeza;PPNA;0;;0;0;337;0;337;0;0;0
diciembre 2021;Boyacá;Gámeza;Excepción;19;;0;19;19;0;0;0;0;0
diciembre 2021;Boyacá;Gámeza;Contributivo;955;;955;0;955;0;0;0;0;0
diciembre 2021;Boyacá;Corrales;Subsidiado;1026;;0;0;1026;0;0;0;0;1026
diciembre 2021;Boyacá;Corrales;Sisben I;0;;0;0;11;0;0;11;0;0
diciembre 2021;Boyacá;Corrales;Sisben II;0;;0;0;2;0;0;0;2;0
diciembre 2021;Boyacá;Corrales;Poblacion;0;0;0;0;2570,987553451;2570,987553451;0;0;0;0
diciembre 2021;Boyacá;Corrales;PPNA;0;;0;0;81;0;81;0;0;0
diciembre 2021;Boyacá;Corrales;Excepción;10;;0;10;10;0;0;0;0;0
diciembre 2021;Boyacá;Corrales;Contributivo;638;;638;0;638;0;0;0;0;0
diciembre 2021;Boyacá;Viracachá;Subsidiado;2072;;0;0;2072;0;0;0;0;2072
diciembre 2021;Boyacá;Viracachá;Sisben I;0;;0;0;7;0;0;7;0;0
diciembre 2021;Boyacá;Viracachá;Sisben II;0;;0;0;1;0;0;0;1;0
diciembre 2021;Boyacá;Viracachá;Poblacion;0;0;0;0;2837,985729351;2837,985729351;0;0;0;0
diciembre 2021;Boyacá;Viracachá;PPNA;0;;0;0;216;0;216;0;0;0
diciembre 2021;Boyacá;Viracachá;Excepción;10;;0;10;10;0;0;0;0;0
diciembre 2021;Boyacá;Viracachá;Contributivo;136;;136;0;136;0;0;0;0;0
diciembre 2021;Boyacá;Otanche;Subsidiado;5375;;0;0;5375;0;0;0;0;5375
diciembre 2021;Boyacá;Otanche;Sisben I;0;;0;0;14;0;0;14;0;0
diciembre 2021;Boyacá;Otanche;Sisben II;0;;0;0;2;0;0;0;2;0
diciembre 2021;Boyacá;Otanche;Poblacion;0;0;0;0;8086,459794001;8086,459794001;0;0;0;0
diciembre 2021;Boyacá;Otanche;PPNA;0;;0;0;571;0;571;0;0;0
diciembre 2021;Boyacá;Otanche;Excepción;120;;0;120;120;0;0;0;0;0
diciembre 2021;Boyacá;Otanche;Contributivo;1237;;1237;0;1237;0;0;0;0;0
diciembre 2021;Boyacá;Guayatá;Subsidiado;2293;;0;0;2293;0;0;0;0;2293
diciembre 2021;Boyacá;Guayatá;Sisben I;0;;0;0;7;0;0;7;0;0
diciembre 2021;Boyacá;Guayatá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Guayatá;Poblacion;0;0;0;0;3425,982340877;3425,982340877;0;0;0;0
diciembre 2021;Boyacá;Guayatá;PPNA;0;;0;0;248;0;248;0;0;0
diciembre 2021;Boyacá;Guayatá;Excepción;5;;0;5;5;0;0;0;0;0
diciembre 2021;Boyacá;Guayatá;Contributivo;274;;274;0;274;0;0;0;0;0
diciembre 2021;Boyacá;Quípama;Subsidiado;3706;;0;0;3706;0;0;0;0;3706
diciembre 2021;Boyacá;Quípama;Sisben I;0;;0;0;5;0;0;5;0;0
diciembre 2021;Boyacá;Quípama;Sisben II;0;;0;0;2;0;0;0;2;0
diciembre 2021;Boyacá;Quípama;Poblacion;0;0;0;0;5032,974567788;5032,974567788;0;0;0;0
diciembre 2021;Boyacá;Quípama;PPNA;0;;0;0;385;0;385;0;0;0
diciembre 2021;Boyacá;Quípama;Excepción;85;;0;85;85;0;0;0;0;0
diciembre 2021;Boyacá;Quípama;Contributivo;508;;508;0;508;0;0;0;0;0
diciembre 2021;Boyacá;Boyacá;Subsidiado;3804;;0;0;3804;0;0;0;0;3804
diciembre 2021;Boyacá;Boyacá;Sisben I;0;;0;0;9;0;0;9;0;0
diciembre 2021;Boyacá;Boyacá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Boyacá;Poblacion;0;0;0;0;5170,473672692;5170,473672692;0;0;0;0
diciembre 2021;Boyacá;Boyacá;PPNA;0;;0;0;516;0;516;0;0;0
diciembre 2021;Boyacá;Boyacá;Excepción;28;;0;28;28;0;0;0;0;0
diciembre 2021;Boyacá;Boyacá;Contributivo;646;;646;0;646;0;0;0;0;0
diciembre 2021;Boyacá;Guacamayas;Subsidiado;1146;;0;0;1146;0;0;0;0;1146
diciembre 2021;Boyacá;Guacamayas;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Guacamayas;Sisben II;0;;0;0;1;0;0;0;1;0
diciembre 2021;Boyacá;Guacamayas;Poblacion;0;0;0;0;1852,990285997;1852,990285997;0;0;0;0
diciembre 2021;Boyacá;Guacamayas;PPNA;0;;0;0;39;0;39;0;0;0
diciembre 2021;Boyacá;Guacamayas;Excepción;27;;0;27;27;0;0;0;0;0
diciembre 2021;Boyacá;Guacamayas;Contributivo;137;;137;0;137;0;0;0;0;0
diciembre 2021;Boyacá;Úmbita;Subsidiado;5137;;0;0;5137;0;0;0;0;5137
diciembre 2021;Boyacá;Úmbita;Sisben I;0;;0;0;9;0;0;9;0;0
diciembre 2021;Boyacá;Úmbita;Sisben II;0;;0;0;3;0;0;0;3;0
diciembre 2021;Boyacá;Úmbita;Poblacion;0;0;0;0;7629,460662458;7629,460662458;0;0;0;0
diciembre 2021;Boyacá;Úmbita;PPNA;0;;0;0;490;0;490;0;0;0
diciembre 2021;Boyacá;Úmbita;Excepción;96;;0;96;96;0;0;0;0;0
diciembre 2021;Boyacá;Úmbita;Contributivo;435;;435;0;435;0;0;0;0;0
diciembre 2021;Boyacá;La Victoria;Subsidiado;885;;0;0;885;0;0;0;0;885
diciembre 2021;Boyacá;La Victoria;Sisben I;0;;0;0;1;0;0;1;0;0
diciembre 2021;Boyacá;La Victoria;Sisben II;0;;0;0;2;0;0;0;2;0
diciembre 2021;Boyacá;La Victoria;Poblacion;0;0;0;0;1128,494572428;1128,494572428;0;0;0;0
diciembre 2021;Boyacá;La Victoria;PPNA;0;;0;0;45;0;45;0;0;0
diciembre 2021;Boyacá;La Victoria;Excepción;15;;0;15;15;0;0;0;0;0
diciembre 2021;Boyacá;La Victoria;Contributivo;100;;100;0;100;0;0;0;0;0
diciembre 2021;Boyacá;Sutamarchán;Subsidiado;4563;;0;0;4563;0;0;0;0;4563
diciembre 2021;Boyacá;Sutamarchán;Sisben I;0;;0;0;11;0;0;11;0;0
diciembre 2021;Boyacá;Sutamarchán;Sisben II;0;;0;0;2;0;0;0;2;0
diciembre 2021;Boyacá;Sutamarchán;Poblacion;0;0;0;0;6292,968218575;6292,968218575;0;0;0;0
diciembre 2021;Boyacá;Sutamarchán;PPNA;0;;0;0;560;0;560;0;0;0
diciembre 2021;Boyacá;Sutamarchán;Excepción;24;;0;24;24;0;0;0;0;0
diciembre 2021;Boyacá;Sutamarchán;Contributivo;704;;704;0;704;0;0;0;0;0
diciembre 2021;Boyacá;Tinjacá;Subsidiado;1901;;0;0;1901;0;0;0;0;1901
diciembre 2021;Boyacá;Tinjacá;Sisben I;0;;0;0;6;0;0;6;0;0
diciembre 2021;Boyacá;Tinjacá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Tinjacá;Poblacion;0;0;0;0;3385,982132262;3385,982132262;0;0;0;0
diciembre 2021;Boyacá;Tinjacá;PPNA;0;;0;0;141;0;141;0;0;0
diciembre 2021;Boyacá;Tinjacá;Excepción;17;;0;17;17;0;0;0;0;0
diciembre 2021;Boyacá;Tinjacá;Contributivo;262;;262;0;262;0;0;0;0;0
diciembre 2021;Boyacá;Guateque;Subsidiado;4969;;0;0;4969;0;0;0;0;4969
diciembre 2021;Boyacá;Guateque;Sisben I;0;;0;0;59;0;0;59;0;0
diciembre 2021;Boyacá;Guateque;Sisben II;0;;0;0;6;0;0;0;6;0
diciembre 2021;Boyacá;Guateque;Poblacion;0;0;0;0;11015,944398916;11015,944398916;0;0;0;0
diciembre 2021;Boyacá;Guateque;PPNA;0;;0;0;806;0;806;0;0;0
diciembre 2021;Boyacá;Guateque;Excepción;455;;0;455;455;0;0;0;0;0
diciembre 2021;Boyacá;Guateque;Contributivo;3406;;3406;0;3406;0;0;0;0;0
diciembre 2021;Boyacá;Busbanzá;Subsidiado;442;;0;0;442;0;0;0;0;442
diciembre 2021;Boyacá;Busbanzá;Sisben I;0;;0;0;1;0;0;1;0;0
diciembre 2021;Boyacá;Busbanzá;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Busbanzá;Poblacion;0;0;0;0;1164,993133027;1164,993133027;0;0;0;0
diciembre 2021;Boyacá;Busbanzá;PPNA;0;;0;0;20;0;20;0;0;0
diciembre 2021;Boyacá;Busbanzá;Excepción;10;;0;10;10;0;0;0;0;0
diciembre 2021;Boyacá;Busbanzá;Contributivo;108;;108;0;108;0;0;0;0;0
diciembre 2021;Boyacá;Turmequé;Subsidiado;4558;;0;0;4558;0;0;0;0;4558
diciembre 2021;Boyacá;Turmequé;Sisben I;0;;0;0;9;0;0;9;0;0
diciembre 2021;Boyacá;Turmequé;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Turmequé;Poblacion;0;0;0;0;6219,469430747;6219,469430747;0;0;0;0
diciembre 2021;Boyacá;Turmequé;PPNA;0;;0;0;727;0;727;0;0;0
diciembre 2021;Boyacá;Turmequé;Excepción;134;;0;134;134;0;0;0;0;0
diciembre 2021;Boyacá;Turmequé;Contributivo;492;;492;0;492;0;0;0;0;0
diciembre 2021;Boyacá;Soracá;Subsidiado;4583;;0;0;4583;0;0;0;0;4583
diciembre 2021;Boyacá;Soracá;Sisben I;0;;0;0;10;0;0;10;0;0
diciembre 2021;Boyacá;Soracá;Sisben II;0;;0;0;1;0;0;0;1;0
diciembre 2021;Boyacá;Soracá;Poblacion;0;0;0;0;6130,468986954;6130,468986954;0;0;0;0
diciembre 2021;Boyacá;Soracá;PPNA;0;;0;0;540;0;540;0;0;0
diciembre 2021;Boyacá;Soracá;Excepción;20;;0;20;20;0;0;0;0;0
diciembre 2021;Boyacá;Soracá;Contributivo;793;;793;0;793;0;0;0;0;0
diciembre 2021;Boyacá;Puerto Boyacá;Subsidiado;29481;;0;0;29481;0;0;0;0;29481
diciembre 2021;Boyacá;Puerto Boyacá;Sisben I;0;;0;0;554;0;0;554;0;0
diciembre 2021;Boyacá;Puerto Boyacá;Sisben II;0;;0;0;33;0;0;0;33;0
diciembre 2021;Boyacá;Puerto Boyacá;Poblacion;0;0;0;0;48775,756888028;48775,756888028;0;0;0;0
diciembre 2021;Boyacá;Puerto Boyacá;PPNA;0;;0;0;7152;0;7152;0;0;0
diciembre 2021;Boyacá;Puerto Boyacá;Excepción;854;;0;854;854;0;0;0;0;0
diciembre 2021;Boyacá;Puerto Boyacá;Contributivo;19532;;19532;0;19532;0;0;0;0;0
diciembre 2021;Boyacá;Soatá;Subsidiado;5400;;0;0;5400;0;0;0;0;5400
diciembre 2021;Boyacá;Soatá;Sisben I;0;;0;0;32;0;0;32;0;0
diciembre 2021;Boyacá;Soatá;Sisben II;0;;0;0;3;0;0;0;3;0
diciembre 2021;Boyacá;Soatá;Poblacion;0;0;0;0;8922,454482932;8922,454482932;0;0;0;0
diciembre 2021;Boyacá;Soatá;PPNA;0;;0;0;646;0;646;0;0;0
diciembre 2021;Boyacá;Soatá;Excepción;557;;0;557;557;0;0;0;0;0
diciembre 2021;Boyacá;Soatá;Contributivo;3103;;3103;0;3103;0;0;0;0;0
diciembre 2021;Boyacá;Nobsa;Subsidiado;5287;;0;0;5287;0;0;0;0;5287
diciembre 2021;Boyacá;Nobsa;Sisben I;0;;0;0;40;0;0;40;0;0
diciembre 2021;Boyacá;Nobsa;Sisben II;0;;0;0;32;0;0;0;32;0
diciembre 2021;Boyacá;Nobsa;Poblacion;0;0;0;0;16618,417072634;16618,417072634;0;0;0;0
diciembre 2021;Boyacá;Nobsa;PPNA;0;;0;0;803;0;803;0;0;0
diciembre 2021;Boyacá;Nobsa;Excepción;8;;0;8;8;0;0;0;0;0
diciembre 2021;Boyacá;Nobsa;Contributivo;3387;;3387;0;3387;0;0;0;0;0
diciembre 2021;Boyacá;La Capilla;Subsidiado;1788;;0;0;1788;0;0;0;0;1788
diciembre 2021;Boyacá;La Capilla;Sisben I;0;;0;0;3;0;0;3;0;0
diciembre 2021;Boyacá;La Capilla;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;La Capilla;Poblacion;0;0;0;0;2718,486711389;2718,486711389;0;0;0;0
diciembre 2021;Boyacá;La Capilla;PPNA;0;;0;0;167;0;167;0;0;0
diciembre 2021;Boyacá;La Capilla;Excepción;17;;0;17;17;0;0;0;0;0
diciembre 2021;Boyacá;La Capilla;Contributivo;161;;161;0;161;0;0;0;0;0
diciembre 2021;Boyacá;San Mateo;Subsidiado;2585;;0;0;2585;0;0;0;0;2585
diciembre 2021;Boyacá;San Mateo;Sisben I;0;;0;0;4;0;0;4;0;0
diciembre 2021;Boyacá;San Mateo;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;San Mateo;Poblacion;0;0;0;0;3162,984192183;3162,984192183;0;0;0;0
diciembre 2021;Boyacá;San Mateo;PPNA;0;;0;0;283;0;283;0;0;0
diciembre 2021;Boyacá;San Mateo;Excepción;107;;0;107;107;0;0;0;0;0
diciembre 2021;Boyacá;San Mateo;Contributivo;388;;388;0;388;0;0;0;0;0
diciembre 2021;Boyacá;Muzo;Subsidiado;6079;;0;0;6079;0;0;0;0;6079
diciembre 2021;Boyacá;Muzo;Sisben I;0;;0;0;19;0;0;19;0;0
diciembre 2021;Boyacá;Muzo;Sisben II;0;;0;0;6;0;0;0;6;0
diciembre 2021;Boyacá;Muzo;Poblacion;0;0;0;0;8479,957016400;8479,957016400;0;0;0;0
diciembre 2021;Boyacá;Muzo;PPNA;0;;0;0;794;0;794;0;0;0
diciembre 2021;Boyacá;Muzo;Excepción;103;;0;103;103;0;0;0;0;0
diciembre 2021;Boyacá;Muzo;Contributivo;1404;;1404;0;1404;0;0;0;0;0
diciembre 2021;Boyacá;Rondón;Subsidiado;1819;;0;0;1819;0;0;0;0;1819
diciembre 2021;Boyacá;Rondón;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Rondón;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Rondón;Poblacion;0;0;0;0;2397,488269002;2397,488269002;0;0;0;0
diciembre 2021;Boyacá;Rondón;PPNA;0;;0;0;66;0;66;0;0;0
diciembre 2021;Boyacá;Rondón;Excepción;22;;0;22;22;0;0;0;0;0
diciembre 2021;Boyacá;Rondón;Contributivo;150;;150;0;150;0;0;0;0;0
diciembre 2021;Boyacá;San Eduardo;Subsidiado;1285;;0;0;1285;0;0;0;0;1285
diciembre 2021;Boyacá;San Eduardo;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;San Eduardo;Sisben II;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;San Eduardo;Poblacion;0;0;0;0;1676,992546197;1676,992546197;0;0;0;0
diciembre 2021;Boyacá;San Eduardo;PPNA;0;;0;0;47;0;47;0;0;0
diciembre 2021;Boyacá;San Eduardo;Excepción;31;;0;31;31;0;0;0;0;0
diciembre 2021;Boyacá;San Eduardo;Contributivo;141;;141;0;141;0;0;0;0;0
diciembre 2021;Boyacá;Chitaraque;Subsidiado;4803;;0;0;4803;0;0;0;0;4803
diciembre 2021;Boyacá;Chitaraque;Sisben I;0;;0;0;0;0;0;0;0;0
diciembre 2021;Boyacá;Chitaraque;Sisben II;0;;0;0;8;0;0;0;8;0
diciembre 2021;Boyacá;Chitaraque;Poblacion;0;0;0;0;5924,969535787;5924,969535787;0;0;0;0
diciembre 2021;Boyacá;Chitaraque;PPNA;0;;0;0;628;0;628;0;0;0
diciembre 2021;Boyacá;Chitaraque;Excepción;51;;0;51;51;0;0;0;0;0
diciembre 2021;Boyacá;Chitaraque;Contributivo;258;;258;0;258;0;0;0;0;0
diciembre 2021;Boyacá;Miraflores;Subsidiado;5362;;0;0;5362;0;0;0;0;5362
diciembre 2021;Boyacá;Miraflores;Sisben I;0;;0;0;28;0;0;28;0;0
diciembre 2021;Boyacá;Miraflores;Sisben II;0;;0;0;5;0;0;0;5;0
diciembre 2021;Boyacá;Miraflores;Poblacion;0;0;0;0;9107,455407522;9107,455407522;0;0;0;0
diciembre 2021;Boyacá;Miraflores;PPNA;0;;0;0;367;0;367;0;0;0
diciembre 2021;Boyacá;Miraflores;Excepción;281;;0;281;281;0;0;0;0;0
diciembre 2021;Boyacá;Miraflores;Contributivo;2138;;2138;0;2138;0;0;0;0;0
diciembre 2021;Boyacá;Duitama;Subsidiado;45601;;0;0;45601;0;0;0;0;45601
diciembre 2021;Boyacá;Duitama;Sisben I;0;;0;0;2782;0;0;2782;0;0
diciembre 2021;Boyacá;Duitama;Sisben II;0;;0;0;240;0;0;0;240;0
diciembre 2021;Boyacá;Duitama;Poblacion;0;0;0;0;127995,362415988;127995,362415988;0;0;0;0
diciembre 2021;Boyacá;Duitama;PPNA;0;;0;0;11654;0;11654;0;0;0
diciembre 2021;Boyacá;Duitama;Excepción;3804;;0;3804;3804;0;0;0;0;0
diciembre 2021;Boyacá;Duitama;Contributivo;86086;;86086;0;86086;0;0;0;0;0
diciembre 2021;Boyacá;El Cocuy;Subsidiado;3238;;0;0;3238;0;0;0;0;3238
diciembre 2021;Boyacá;El Cocuy;Sisben I;0;;0;0;4;0;0;4;0;0
diciembre 2021;Boyacá;El Cocuy;Sisben II;0;;0;0;1;0;0;0;1;0
diciembre 2021;Boyacá;El Cocuy;Poblacion;0;0;0;0;4156,979672791;4156,979672791;0;0;0;0
diciembre 2021;Boyacá;El Cocuy;PPNA;0;;0;0;500;0;500;0;0;0
